id,question,answer,type,level,supporting_facts,context
5a736ee255429901807db059,"Situated on the west bank of the Nile, opposite Luxor, the famous tomb TT34 is located in which ancient city?",Thebes,bridge,medium,"{'title': array(['TT34', 'TT34', 'Thebes, Egypt'], dtype=object), 'sent_id': array([0, 1, 0], dtype=int32)}","The Theban Tomb TT120 is located in Sheikh Abd el-Qurna.  It forms part of the Theban Necropolis, situated on the west bank of the Nile opposite Luxor.  The tomb is the burial place of the Ancient Egyptian official, Anen who was the brother of Queen Tiye, and became Chancellor of Lower Egypt, Second Prophet of Amun, sem-priest of Heliopolis, and Divine Father under the reign of the Amenhotep III.  The tomb is currently (as of 2008) being excavated by Lyla Pinch Brock. Thebes (Ancient Greek: Θῆβαι , ""Thēbai""), known to the ancient Egyptians as Waset, was an ancient Egyptian city located east of the Nile about 800 km south of the Mediterranean.  Its ruins lie within the modern Egyptian city of Luxor.  Thebes was the main city of the fourth Upper Egyptian nome (Sceptre nome) and was the capital of Egypt during the New Kingdom.  It was close to Nubia and the eastern desert, with its valuable mineral resources and trade routes.  It was a cult center and the wealthiest city of ancient Egypt at its heyday.  The site of Thebes includes areas on both the eastern bank of the Nile, where the temples of Karnak and Luxor stand and the city proper was situated; and the western bank, where a necropolis of large private and royal cemeteries and funerary complexes can be found. The Theban Tomb TT66 is located in Sheikh Abd el-Qurna.  It forms part of the Theban Necropolis, situated on the west bank of the Nile opposite Luxor.  The tomb is the burial place of the Ancient Egyptian Vizier Hepu who served during the reign of Tuthmosis IV. The Theban Tomb TT25 is located in El-Assasif.  It forms part of the Theban Necropolis, situated on the west bank of the Nile opposite Luxor.  The tomb is the burial place of the Ancient Egyptian official, Amenemhab. The Theban Tomb TT56 is located in Sheikh Abd el-Qurna.  It forms part of the Theban Necropolis, situated on the west bank of the Nile opposite Luxor.  The tomb is the burial place of the Ancient Egyptian official, Userhat who was the Royal Scribe, Child of the Royal Nursery, during the 18th dynasty king Amenhotep II, and his wife Mutnefret.  TT56 is one of the best preserved Theban nobility tombs from Western Thebes and its reliefs boast many vivid and brightly painted scenes depicting the deceased Userhat and Mutnefret receiving gifts and presents in the afterlife."
5abd9a275542996e802b4800,What Turkish city between the Karakum Desert and the Kopec Dag mountain range also boasts a famous Turkish basketball player?,Ashgabat,bridge,medium,"{'title': array(['Valentin Pastal', 'Valentin Pastal', 'Ashgabat'], dtype=object), 'sent_id': array([0, 3, 0], dtype=int32)}","Recep Ankaralı (born April 10, 1968 in Istanbul, Turkey) is a retired professional basketball referee.  He started his career in 1989 and retired after 2015- 2016 season.  As the end of 2016 season, Ankaralı has officiated more than 1,000 in his career including, Turkish Basketball League, Euroleague, Eurocup, World Championship and Olympics.  Recep Ankaralı is currently President of Turkish Basketball Federation Officiating Committee and also Director of Referees for Turkish Basketball Leagues. The Karakum Canal (Qaraqum Canal, Kara Kum Canal, Garagum Canal; Russian: Каракумский канал , ""Karakumsky Kanal"", Turkmen: Garagum kanaly , گَرَگوُم كَنَلیٛ, ""Гарагум каналы"") in Turkmenistan is one of the largest irrigation and water supply canals in the world.  Started in 1954, and completed in 1988, it is navigable over much of its 1375 km length, and carries 13 km3 of water annually from the Amu-Darya River across the Karakum Desert in Turkmenistan.  The canal opened up huge new tracts of land to agriculture, especially to cotton monoculture heavily promoted by the Soviet Union, and supplying Ashgabat with a major source of water.  Unfortunately, the primitive construction of the canal allows almost 50 percent of the water to escape en route, creating lakes and ponds along the canal, and a rise in groundwater leading to widespread soil salinization problems.  The canal is also a major factor leading to the Aral Sea environmental disaster. Efe Aydan (born May 4, 1955 in Ankara, Turkey) is a Turkish former professional basketball player.  He is widely regarded as the best Turkish basketball player ever with 224 caps for the national team, he was the captain in 89 games and scored 2195 points.  He won the TBL 6 times, the Balkan Championship once and the Mediterranean Games once.  Aydan is also the first Turkish basketball player to be selected for the All-European team in 1981 where he displayed a memorable performance against Joventut Badalona. The Karakum Desert, also spelled Kara-Kum and Gara-Gum (Turkmen: Garagum , ; Russian: Караку́мы , ""Karakumy""; ] ;), is a desert in Central Asia.  Its name means ""Black Sand"" in Turkic languages, in reference to the dark soil that lies beneath the sandy surface of much of the desert.  It occupies about 70 percent, or 350,000 km², of the area of Turkmenistan. Ömer Faruk Aşık (] ; born July 4, 1986) is a Turkish professional basketball player for the New Orleans Pelicans of the National Basketball Association (NBA).  Aşık, standing at 7'0"", was sought after by many of the top Euroleague basketball teams at the age of 19.  Aşık got his first chance playing professionally with the Turkish Basketball League team Fenerbahçe in 2005–06.  After one season with Alpella, Aşık moved back to Fenerbahçe and eventually ended his Turkish club career with them in 2009–10."
5a8cebfa554299441c6b9f7c,Which Queen of England and Ireland who lived from 18 February 1516 - 17 November 1558 did Sir George Howard serve under?,Mary I,bridge,medium,"{'title': array(['Sir George Howard (courtier)', 'Mary I of England'], dtype=object), 'sent_id': array([1, 0], dtype=int32)}","Sir George Howard (c.1525–1580) was an English courtier, politician, author and diplomat, and the brother of King Henry VIII's fifth queen, Catherine Howard.  Howard held offices at court under four monarchs, Henry VIII, Edward VI, Mary I, and Elizabeth I, most notably the office of Master of the Armoury, and undertook several diplomatic missions.  A masque written by Howard was produced at court during the reign of Edward VI, and he is mentioned by name in the Langham letter, which describes the Earl of Leicester's entertainment of Queen Elizabeth at Kenilworth Castle in July 1575. Charles Howard was a gentleman at the court of Henry VIII of England.  He was the second son of Lord Edmund Howard and the elder brother of Sir George Howard.  As a scion of the mighty Howard family, his uncle, Thomas Howard, 3rd Duke of Norfolk was able to find him a position at court.  Charles' fortunes improved in 1540, when his sister, Catherine Howard became the King's fifth wife.  Charles went on to create a mesalliance with the King's niece, Margaret Douglas, the daughter of Henry's sister, Margaret Tudor, queen dowager of Scotland. The coronation of Queen Elizabeth I as queen regnant of the Kingdom of England took place at Westminster Abbey, London, on 15 January 1559.  Queen Elizabeth I had ascended the throne at the age of 25 upon the death of her half-sister, Queen Mary I, on 17 November 1558.  Mary had reversed the Protestant Reformation which had been started by her two predecessors, so this was the last British coronation to be conducted under the authority of the Roman Catholic Church.  Historians view Elizabeth's coronation as a statement of her intention restore England to Protestantism, but to allow the continuation of some Catholic customs, a compromise known as the Elizabethan Settlement. Sir George Barne (died 1558) was an English businessman in the City of London who was active in developing new trading links with Russia, West Africa and North America.  Created a knight in 1553, he served as Sheriff of London and Lord Mayor of London.  He was the father of Sir George Barne III and grandfather of Sir William Barne.  Nicholas Culverwell was probably a nephew. Mary I (18 February 1516 – 17 November 1558) was the Queen of England and Ireland from July 1553 until her death.  Mary is best known for her aggressive and bloody pursuit of the restoration of Roman Catholicism in England and Ireland in an attempt to reverse the English Reformation of her father, Henry VIII. Sir George John Robert Murray (27 September 1863 – 18 February 1942) was a judge from 2 April 1913 until 18 February 1942 on the Supreme Court of South Australia, which is the highest ranking court in the Australian State of South Australia.  He was Chief Judge from 20 January 1916 until 18 February 1942."
5ab3101055429976abd1bc48,"WTMA (branded as News Talk 1250 WTMA) is an AM radio station licensed to Charleston, South Carolina with a Talk radio format, it includes which nationally syndicated talk show, Michael Savage, is an American radio host, author, activist, nutritionist, and conservative political commentator, host of which nationally syndicated talk show?",The Savage Nation,bridge,easy,"{'title': array(['WTMA', 'Michael Savage'], dtype=object), 'sent_id': array([4, 1], dtype=int32)}","WQXL (1470 kHz ""The Point 100.7 FM and 1470 AM"") is a commercial AM radio station in Columbia, South Carolina.  The station is owned by Glory Communications and operated by Capital City Media.  It airs a talk radio format.  Local hosts are heard in morning and afternoon drive times, with nationally syndicated talk shows heard middays, evenings and late nights.  They include Dave Ramsey, Laura Ingraham, Todd Schnitt, Michael Savage, Doug Stephan and Red Eye Radio.  Most hours begin with ABC Radio News, with local and state news supplied by the South Carolina Radio News Network. WASR (1420 kHz) is a commercial AM radio station broadcasting a Talk radio format, with an All-News morning show and Oldies music on weekends.  WASR is licensed to Wolfeboro, New Hampshire, and serves the New Hampshire Lakes Region.  The station is owned by Winnipesaukee Radio Station, LLC and uses programming from Westwood One and the Talk Radio Network with national news from CBS Radio News and Westwood One News.  On March 23, 2015, the station added the Boston-based The Howie Carr Show.  The station also carries Laura Ingraham, Clark Howard, Michael Savage and other nationally syndicated talk shows on weekdays.  Overnight on weekdays, Fox Sports Radio is heard. Jerry Doyle (July 16, 1956 – July 27, 2016) was an American talk radio host, right-libertarian political commentator, television actor and founder of the content platform EpicTimes.  His nationally syndicated talk show, ""The Jerry Doyle Show"", aired throughout the United States on Talk Radio Network.  As an actor, Doyle is known for his role as Michael Garibaldi in the science fiction series ""Babylon 5"" (1994–1998). WWCO (1240 AM) is a radio station licensed in Waterbury, Connecticut, broadcasting a talk radio format.  WWCO is part of a four station simulcast, along with 1470 WMMW, Meriden, 610 WSNG, Torrington and the home base, 1360 WDRC (AM), Hartford.  The four stations use the slogan ""The Talk of Connecticut"" featuring a local morning show and syndicated programs the rest of the day, including Dave Ramsey and Michael Savage.  The station is owned by Connoisseur Media Licenses, LLC and features programming from Fox News Radio, Talk Radio Network and Westwood One.  The station provides a blend of issue-oriented talk, news and information."
5adecbc255429975fa854f98,"What was the name of the film which dramatized the whisteblowing of a born in 1942, former vice president of a tobacco company?",The Insider,bridge,medium,"{'title': array(['Brown &amp; Williamson', 'Jeffrey Wigand'], dtype=object), 'sent_id': array([2, 0], dtype=int32)}","Fredrik Stang Heffermehl (born 11 November 1938) is a Norwegian jurist, writer and peace activist.  He formerly worked as a lawyer and civil servant from 1965 to 1982 and was the first secretary-general of the Norwegian Humanist Association from 1980 to 1982.  He later made his mark as a writer and activist for peace and against nuclear arms.  He is the honorary president, and former president, of the Norwegian Peace Council, a former vice president of the International Peace Bureau, which received the 1910 Nobel Peace Prize, and a former vice president of the International Association of Lawyers against Nuclear Arms. The Night Riders was the name given by the press to the militant faction of tobacco farmers during a popular resistance to the monopolistic practices of the American Tobacco Company of James B. Duke.  On September 24, 1904, the tobacco planters of western Kentucky and the neighboring counties of western Tennessee formed the Dark Fired Tobacco District or Black Patch District Planters' Protective Association of Kentucky and Tennessee (called the Association or PPA).  It urged farmers to boycott the American Tobacco Company and refuse to sell at the ruinously low prices it offered in a quasi monopoly market.  A more militant faction of farmers, led by David A. Amoss of Caldwell County, Kentucky, resorted to physical intimidation or burning the crops of those who ignored the boycott, targeting the tobacco warehouses of the ATC itself, culminating in large scale raids of cities in the area - most prominently Hopkinsville, Kentucky in 1907. Brown & Williamson was an American tobacco company and subsidiary of the giant British American Tobacco, that produced several popular cigarette brands.  It became infamous as the focus of investigations for chemically enhancing the addictiveness of cigarettes.  Its former vice-president of research and development, Jeffrey Wigand, was the whistleblower in an investigation conducted by CBS news program ""60 Minutes"", an event that was dramatized in the film ""The Insider"".  Wigand claimed that B&W had introduced chemicals such as ammonia into cigarettes to increase nicotine delivery and increase addictiveness. Jeffrey S. Wigand ( ; born 17 December 1942) is an American biochemist and former vice president of research and development at Brown & Williamson in Louisville, Kentucky, who worked on the development of reduced-harm cigarettes.  He currently lectures around the world as an expert witness and consultant for various tobacco issues, and devotes time to his non-profit organization ""Smoke-Free Kids Inc"", an organization that works to help young people decide not to use tobacco. Baron Dulverton, of Batsford in the County of Gloucester, is a title in the Peerage of the United Kingdom.  It was created in 1929 for the businessman Sir Gilbert Wills, 2nd Baronet.  He was President of the Imperial Tobacco Company and also sat as a Conservative Member of Parliament for Taunton and Weston-super-Mare.  The Wills Baronetcy, of Northmoor in the County of Somerset, was created in 1897 for his father Frederick Wills.  He was a director of W. D. & H. O. Wills, which later merged into the Imperial Tobacco Company, and also represented Bristol North in Parliament as a Liberal Unionist.  A member of the wealthy Bristol tobacco importing Wills family, he was the younger brother of Sir Edward Wills, 1st Baronet, and the cousin of William Wills, 1st Baron Winterstoke."
5a7b85385542997c3ec971ed,"Who's husband was a British historian who wrote and lectured on Bhutanese, Tibetan and Himalayan culture and history, who starred in a French-British biographical film directed by Luc Besson?",Aung San Suu Kyi,bridge,easy,"{'title': array(['The Lady (2011 film)', 'Michael Aris'], dtype=object), 'sent_id': array([0, 0], dtype=int32)}","Luc Besson (] ; born 18 March 1959) is a French film director, screenwriter, and producer.  He directed or produced the films ""Subway"" (1985), ""The Big Blue"" (1988), and ""Nikita"" (1990).  Besson is known for his distinctive filmmaking style and is associated with the movement critics call ""Cinéma du look"".  He has been nominated for a César Award for Best Director and Best Picture for his films """" and """".  He won Best Director and Best French Director for his sci-fi action film ""The Fifth Element"" (1997).  He wrote and directed the 2014 sci-fi thriller film ""Lucy"". Le Dernier Combat (] , English: ""The Last Battle"" ) is a 1983 post-apocalyptic French film.  It was the first feature-film to be directed by Luc Besson, and also features Jean Reno's first prominent role.  Music for the film was composed by Éric Serra.  The film was the first of many collaborations between Besson, Reno and Serra.  A dark vision of post-apocalyptic survival, the film was shot in black and white and contains only two words of dialogue.  It depicts a world where people have been rendered mute by some unknown incident. The ""Arthur"" series refers to a series of fantasy novels for children written by Luc Besson, a film director and producer, and published from 2002 to 2005 in France, the United States and the United Kingdom.  This term also refers to the feature films based on them, which Besson wrote, produced and directed.  The films were made and released from 2006 to 2010, in France, the UK and the US.  The series has also been produced in video game format. Michael Vaillancourt Aris (27 March 1946 – 27 March 1999) was a British historian who wrote and lectured on Bhutanese, Tibetan and Himalayan culture and history.  He was the husband of Aung San Suu Kyi, the current State Counsellor of Myanmar. The Messenger: The Story of Joan of Arc (French: Jeanne d'Arc ) is a 1999 French epic historical drama film directed by Luc Besson.  The film stars Milla Jovovich, John Malkovich, Faye Dunaway and Dustin Hoffman."
5adead8355429939a52fe94a,Which Supreme Commander of the Irish Defence Forces' father was executed by the nascent Irish Free State?,Erskine Hamilton Childers,bridge,hard,"{'title': array(['Robert Erskine Childers', 'Robert Erskine Childers',
       'President of Ireland'], dtype=object), 'sent_id': array([1, 2, 0], dtype=int32)}","The President of Ireland (Irish: ""Uachtarán na hÉireann"" ] ) is the head of state of Ireland and the Supreme Commander of the Irish Defence Forces. Baldonnel (Irish: ""Baile Dhónaill"" , meaning ""homestead of the O'Donnels"" ), is a townland, and industrial/agricultural area near Clondalkin, Tallaght, Lucan, Saggart and Naas, in west County Dublin.  It is chiefly known as the location of the headquarters of the Irish Air Corps (Irish Defence Forces) at Casement Aerodrome, Baldonnel, which has been in operation for over 90 years in the locality, first as a RFC then a RAF aerodrome until the creation of the Irish Free State in 1922, when the Irish Air Corps (IAC) took command of the field. The Irish Boundary Commission (Irish: ""Coimisiún na Teorainne"" ) met in 1924–25 to decide on the precise delineation of the border between the Irish Free State and Northern Ireland.  The 1921 Anglo-Irish Treaty, which ended the War of Independence, provided for such a commission if Northern Ireland chose to secede from the Irish Free State, an event that occurred as expected two days after the Free State's inception on 6 December 1922.  The governments of the United Kingdom, of the Irish Free State and of Northern Ireland were to nominate one member each to the commission.  When the Northern government refused to cooperate, the British government assigned a Belfast newspaper editor to represent Northern Irish interests. The Chief of Staff of the Defence Forces (COS) (Irish: ""Ceann Foirne na bhFórsaí Cosanta"" ) is charged with the executive management of the Irish Defence Forces, and is the most senior military officer of the Army, Naval Service and Air Corps branches.  The Chief of Staff is appointed by the President of Ireland, who is the Supreme Commander of the Defence Forces, on the recommendation of the Minister for Defence subject to the approval of the Government of Ireland.  The office of the Chief of Staff consists of his personal staff, a strategic planning office and a public relations section. The Courts of Justice Act, 1924 was an Act of the Oireachtas (No. 10 of 1924) that established a new system of courts for the Irish Free State (now the Republic of Ireland).  Among the new courts was the Supreme Court of the Irish Free State, and the first Chief Justice of the Irish Free State was also appointed under the Act. The original Irish Republican Army (IRA) fought a guerrilla war against British rule in Ireland in the Irish War of Independence between 1919 and 1921.  Following the signing of the Anglo-Irish Treaty on 6 December 1921, the IRA in the 26 counties that were to become the Irish Free State split between supporters and opponents of the Treaty.  The anti-Treatyites, sometimes referred to by Free State forces as Irregulars, continued to use the name Irish Republican Army (IRA) or in Irish Óglaigh na hÉireann, as did the organisation in Northern Ireland which originally supported the pro-Treaty side (if not the Treaty). "" Óglaigh na hÉireann"" was also adopted as the name of the pro-Treaty National Army, and remains the official legal title of the Irish Defence Forces.  This article deals with the anti-Treaty IRA that fought against the Irish Free State in the Irish Civil War, and with its successors up to 1969, when the IRA split again. Robert Erskine Childers DSC (25 June 1870 – 24 November 1922), universally known as Erskine Childers, was a British writer, whose works included the influential novel ""The Riddle of the Sands"", and a Fenian revolutionary who smuggled guns to Ireland in his sailing yacht ""Asgard"".  He was executed by the authorities of the nascent Irish Free State during the Irish Civil War.  He was the son of British Orientalist scholar Robert Caesar Childers; the cousin of Hugh Childers and Robert Barton; and the father of the fourth President of Ireland, Erskine Hamilton Childers."
5adefcbb5542992d7e9f9266,What Mississippi city is the Tie Plant located in?,Grenada,bridge,medium,"{'title': array(['Tie Plant, Mississippi', 'Grenada, Mississippi'], dtype=object), 'sent_id': array([1, 0], dtype=int32)}","Ras Qartas Energy Plant (also known as Ras Laffan C power and desalination plant) is a power generation and water desalination plant located in Ras Laffan Industrial City, Qatar.  It has installed capacity of 2,730 MW, which include eight gas turbines and four steam turbines by Mitsubishi Heavy Industries.  The first stone of the plant was officially laid on 4 May 2009.  The plant was commissioned on 31 May 2011 in the presence of the emir, Sheikh Hamad bin Khalifa Al-Thani, and it cost US3.9 billion.  Once fully operational, the plant will produce 286000 m3/d of desalinated water.  It uses ten multi-effect distillation/thermal vapour compression units built by Sidem. Grenada is a city in Grenada County, Mississippi, United States.  The population was 13,092 at the 2010 census.  It is the county seat of Grenada County. Tie Plant is an unincorporated community located in Grenada County, Mississippi and part of the Grenada Micropolitan Statistical Area .  Tie Plant is approximately 3 mi south of Grenada and approximately 3 mi north of Glenwild along U.S. Route 51.  Although an unincorporated community, Tie Plant has a zip code of 38960. The Sherburne County Generating Station, also known as Sherco, is a massive coal-fired power plant on the banks of the Mississippi River in Becker, Minnesota, which is in Sherburne County.  Its three units have a combined capacity of 2,238 megawatts, making it the largest power plant in the state.  In comparison, the single-unit Monticello Nuclear Generating Plant located less than four miles away has an output of 671 MW.  The state's other nuclear power plant, the 2-unit Prairie Island facility, is rated at 1,096 MW, so Sherco has a larger peak output than those plants put together.  The station uses 20,000 to 30,000 tons of coal per day.  The Burlington Northern Railroad delivers up to three 115-car trains per day from mines in the Powder River Basin. Mississippi City is an unincorporated community in Harrison County, Mississippi, United States.  It is part of the Gulfport–Biloxi, Mississippi Metropolitan Statistical Area."
5adf25765542992d7e9f92b8,AeroLogic is a joint venture between Lufthansa and the division of what logistics company?,Deutsche Post DHL,bridge,medium,"{'title': array(['AeroLogic', 'DHL Express'], dtype=object), 'sent_id': array([1, 0], dtype=int32)}","Frankfurt Airport (IATA: FRA, ICAO: EDDF) (German: ""Flughafen Frankfurt am Main"" , also known as ""Rhein-Main-Flughafen"") is a major international airport located in Frankfurt, the fifth-largest city of Germany and one of the world's leading financial centres.  It is operated by Fraport and serves as the main hub for Lufthansa including Lufthansa CityLine and Lufthansa Cargo as well as Condor and AeroLogic.  The airport covers an area of 4942 acres of land and features two passenger terminals with a capacity of approximately 65 million passengers per year, four runways and extensive logistics and maintenance facilities. Lindsay Edward Fox {'1': "", '2': "", '3': "", '4': ""} (born 19 April 1937) is an Australian businessman.  His name is synonymous with Linfox, the Australian logistics company he founded in 1956 and of which he is now non-executive Chairman.  Linfox is Australia's largest privately held logistics company with more than 5,000 trucks across ten countries throughout the Asia-Pacific region. The Miller Brewing Company is an American beer brewing company headquartered in Milwaukee, Wisconsin, that was owned until October 11, 2016 by the MillerCoors division of the MillerCoors–Molson Coors joint venture.  The company has brewing facilities in Albany, Georgia; Chippewa Falls, Wisconsin; Fort Worth, Texas; Irwindale, California; Milwaukee, Wisconsin; and Trenton, Ohio.  On July 1, 2008, Miller formed MillerCoors, a joint venture with rival Molson Coors to consolidate the production and distribution of its products in the United States, with each parent company's corporate operations and international operations to remain separate and independent of the joint venture. The Tiwest Joint Venture was a joint venture between Tronox Western Australia Pty Ltd and subsidiaries of Exxaro Australia Sands Pty Ltd.  The Tiwest Joint Venture was a mining and processing company, established in 1988, to extract ilmenite, rutile, leucoxene and zircon from a mineral sands deposit at Cooljarloo, 14 km north of Cataby, Western Australia.  As of June 2012, the joint venture was formally dissolved, when Tronox acquired the mineral-sands-related divisions of Exxaro outright.  DHL Express is a division of the German logistics company Deutsche Post DHL providing international courier, parcel and express mail services.  Deutsche Post DHL is the world's largest logistics company operating around the world, particularly in sea and air mail. Horizon Lines, Inc. was an American domestic ocean shipping and logistics company headquartered in Charlotte, North Carolina.  It was the largest Jones Act maritime shipping and logistics company and accounted for approximately 37% of all US container shipments linking the continental United States to Alaska, Hawaii and Puerto Rico.  Under the Jones Act, maritime shipments between US ports is restricted to US-built, owned, and flagged vessels operated by predominantly US-citizen crews.  The company originated from Sea-Land Service, Inc. The domestic liner operations of Sea-Land were sold in 2003 and thereafter operated under the name Horizon Lines.  Horizon became a publicly traded company on the New York Stock Exchange in 2005."
5ae165c45542997b2ef7d1d2,What is the nationality of lightweight female kickboxer Annalisa Bucci?,Italian,bridge,hard,"{'title': array(['Annalisa Bucci', 'Lightweight'], dtype=object), 'sent_id': array([0, 0], dtype=int32)}","Christine Anna Maria Theiss, maiden name ""Hennig"", born February 22, 1980 in Greiz, Germany, is a German female kickboxer.  Since 2007, she is the world champion in professional full contact kickboxing in the World Kickboxing Association (WKA).  On December 7, 2012, she became the Super lightweight world champion in full contact kickboxing of the International Sport Karate Association (ISKA) and World Kickboxing and Karate Union (WKU).  She lost her WKU championship in a title fight to Olga Stavrova on June 7, 2013, but regained the title on December 13, 2013 by defeating Olga Stavrova in a closely contested 10-round decision in what was announced to be her last fight. Annalisa Bucci (born (1983--) 29, 1983 ) is an Italian female kickboxer and mixed martial artist, based in Rimini.  She has competed professionally since 2005 and is the currently competing in the Bellator Featherweight division and in the SUPERKOMBAT Lightweight division. Mizuki Inoue (井上 瑞樹 , inoue mizuki ) , nicknamed Mizuki (魅津希 ) , is a Japanese female kickboxer and mixed martial artist.  Inoue has fought in the kickboxing promotion J-Girls and MMA promotion Jewels.  She won the 2010 Jewels -56 kg Rough Stone Grand Prix tournament at 16 years of age, becoming one of the youngest female champions in a major MMA promotion. Lightweight is a weight class in the sports of boxing, kickboxing, mixed martial arts, and rowing. Mellony Geugjes (born (1992--) 26, 1992 ) is a Dutch female kickboxer and mixed martial artist, based in Amsterdam, Netherlands.  She has competed professionally since 2009 and is the current ISKA Featherweight champion which she won by defeating Dilara Yildiz. Ayaka Hamasaki (浜崎 朱加 , Hamasaki Ayaka ) is a Japanese female kickboxer and mixed martial artist.  She has fought in MMA promotions ""Shooto"" and Jewels in Japan and Invicta FC in the United States.  Hamasaki won the first Jewels 115 lb Queen tournament to become the first lightweight champion of the promotion.  Hamasaki vacated her title due to injuries on  31, 2013 (2013--) .  She is the current Invicta FC 105 lb atomweight champion.  Hamasaki is the first Asian to win a North American premier MMA promotion title. Lucy Payne (born February 4, 1992), is an English female kickboxer and muay thai fighter based in Cornwall.  She is currently a WBC Muaythai title holder."
5ae0429e55429924de1b707f,What year was S. Aishwarya's grandmother born in?,1934,bridge,medium,"{'title': array(['S. Aishwarya', 'Radha Viswanathan'], dtype=object), 'sent_id': array([2, 0], dtype=int32)}","The Willa Cather Birthplace, also known as the Rachel E. Boak House, is the site near Gore, Frederick County, Virginia, where the Pulitzer Prize-winning author Willa Cather was born in 1873.  The log home was built in the early 19th century by her great-grandfather and has been enlarged twice.  The building was previously the home of Rachel E. Boak, Cather's grandmother.  Cather and her parents lived in the house only about a year before they moved to another home in Frederick County.  The farmhouse was listed on the Virginia Landmarks Register (VLR) in 1976 and the National Register of Historic Places (NRHP) in 1978. S.Aishwarya born on 27 October in Chennai, Tamil Nadu) is an Indian singer of traditional Carnatic music.  She is the great-granddaughter of M.S. Subbulakshmi.  and the grand daughter of Radha Viswanathan Annett Louisan (born Annett Päge on 2 April 1977, in Havelberg, Saxony-Anhalt Germany) is a German singer.  She lives in Hamburg, Germany.  Louisan is her stage name, derived from the name of her grandmother, Louise.  Concerning her birth year, there is conflicting testimony, with the official date being given as 1979.  Her first album, ""Bohème"", was listed on German charts for almost a year, with a peak ranking of third place.  She appeared on the AVO Session program at Basle on 7 November 2006. Jane McKechnie Walton was born on July 16, 1847 in Edinburgh, Scotland.  She was the daughter of Jane (Jean Tinto) Bee and John McKechnie.  Her father was a bell molder by trade and died of typhoid on January 3, 1848 when Jane was just eighteen months old.  Her grieving mother gave birth to the McKechnie's only son a few months later.  Within another year, Jane's mother was taught about The Church of Jesus Christ of Latter-day Saints (LDS Church) by two Mormon missionaries.  She believed their words and was baptized into the LDS Church on February 21, 1850."
5ae2c8695542992decbdcd9c,"What Village People song was released as a medley with their song ""Hot Cop""?",Y.M.C.A.,bridge,medium,"{'title': array(['Hot Cop', 'Y.M.C.A. (song)'], dtype=object), 'sent_id': array([4, 4], dtype=int32)}","""Go West"" is a song by the American disco group Village People.  It was an instant hit in the disco scene during the late 1970s.  The song found further success when it was covered in 1993 by British synthpop duo Pet Shop Boys.  Original Village People lead singer Victor Willis, Henri Belolo and Jacques Morali are credited as the song's writers, although Willis disputes Belolo's involvement. ""Hot Cop"" is a song by the American disco group Village People recorded for their third studio album ""Cruisin'"" (1978).  It was written by Jacques Morali and Village People lead singer Victor Willis.  It served as Willis' theme song with the Village People.  Although not released as a single, it was a disco hit.  A medley with ""Y.M.C.A."" reached number 2 on ""Billboard's"" Hot Disco Singles chart. Cruisin' is the third studio album by the American disco group Village People, released on September 25, 1978.  Its name carries a double meaning: it may mean just driving around or gay cruising.  This became obvious even for straight audiences in 1980, when William Friedkin's movie ""Cruising"" was released.  Features the hits ""Hot Cop"" and ""Y.M.C.A."" which peaked at number two on the ""Billboard"" Hot 100. ""Y.M.C.A."" is a song by the American disco group Village People.  It was released in 1978 as the only single from their third studio album ""Cruisin'"" (1978).  The song reached Number 2 on the US charts in early 1979 and reached Number 1 in the UK around the same time, becoming the group's biggest hit.  It is one of fewer than 40 singles to have sold 10 million (or more) physical copies worldwide.  A medley with ""Hot Cop"" reached number 2 on ""Billboard's"" Dance Music/Club Play Singles chart. ""Can't Stop the Music"" is a song recorded by American disco group the Village People.  It was the first release after the exit of original lead singer Victor Willis."
